ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	logFC	AveExpr	t	P.Value	padj	B
ENSRNOG00000038091	Sohlh2	ENSG00000120669	SOHLH2	-12.947492911135207	-4.4986975421191575	-12.50408104349863	1.860419955101341e-14	1.419433982172498e-11	22.88380672915786
ENSRNOG00000039323	Dgkk	ENSG00000274588	DGKK	-11.589244312646196	-4.493064241092996	-12.487706343134974	1.93177135770493e-14	1.4230493625741524e-11	22.833685321367128
ENSRNOG00000048743	AABR07018273.1			-2.744461419943267	-5.957809379412424	-12.27766205315948	3.139411563509576e-14	1.9725661538604434e-11	20.845268010199952
ENSRNOG00000047758	RGD1562932			-2.8877550088960557	-5.949767528934786	-12.294374075001263	3.0198449934921116e-14	1.9725661538604434e-11	20.827432697233075
ENSRNOG00000050293	Olr1569	ENSG00000196071	OR2L13	-2.744461419943267	-5.957809379412424	-12.27766205315948	3.139411563509576e-14	1.9725661538604434e-11	20.845268010199952
ENSRNOG00000009146	Vom2r26			-2.8877550088960557	-5.949767528934786	-12.294374075001263	3.0198449934921116e-14	1.9725661538604434e-11	20.827432697233075
ENSRNOG00000016116	Hoxc12	ENSG00000123407	HOXC12	-2.744461419943267	-5.957809379412424	-12.27766205315948	3.139411563509576e-14	1.9725661538604434e-11	20.845268010199952
ENSRNOG00000036670	Tex19.1	ENSG00000182459	TEX19	-10.416521119294279	-4.617102091101946	-12.256306644315844	3.299275732819409e-14	2.01378364229203e-11	22.241187888270332
ENSRNOG00000016659	Habp2	ENSG00000148702	HABP2	-10.003256524483309	-4.946176329902963	-12.223945222079385	3.557552145232596e-14	2.1111107355167762e-11	22.15112533386831
ENSRNOG00000050090	Slc6a17	ENSG00000197106	SLC6A17	-4.622351362605144	3.7437754748895014	-11.948344266261005	6.79437839672183e-14	3.9229271807883364e-11	21.643572191261217
ENSRNOG00000045783	Olr6			-4.324174667957709	-5.826327314395374	-11.796647407870077	9.739564829480143e-14	5.475429564531166e-11	19.30482953865151
ENSRNOG00000007301	Gdf9	ENSG00000164404	GDF9	-9.448842970213423	-4.941140613774537	-11.78465980840083	1.0021911057566425e-13	5.489694510840808e-11	21.076534364949396
ENSRNOG00000048685	Olr1364	ENSG00000168124	OR1F1	-9.171095395733063	-5.300966046258554	-11.764349853224013	1.0519508507769481e-13	5.618206506286986e-11	20.946180112702397
ENSRNOG00000009256	Gkn2	ENSG00000183607	GKN2	-12.935580141715867	-3.589625478767586	-11.647459240289448	1.39170696117383e-13	7.251472149160129e-11	20.886695951913236
ENSRNOG00000025404	Dppa4	ENSG00000121570	DPPA4	-10.646282156043672	-3.4224117783784997	-11.609620797506635	1.5242401507626908e-13	7.752938652557944e-11	20.799946973557923
ENSRNOG00000010708	Gata4	ENSG00000136574	GATA4	-13.652791855140826	-1.244909970929957	-11.599263640598512	1.56271724874469e-13	7.763797345333211e-11	20.77813665860561
ENSRNOG00000051006	Ufsp1	ENSG00000176125	UFSP1	-3.689334076362809	3.032917791169059	-11.484477057363666	2.0618841769119236e-13	1.0010916288947596e-10	20.548136198490013
ENSRNOG00000011068	Papss2	ENSG00000198682	PAPSS2	-4.4502481430443694	4.125464924407417	-11.355673525266027	2.8197054630251536e-13	1.3095079957957904e-10	20.236611786358388
ENSRNOG00000000401	Gprc6a	ENSG00000173612	GPRC6A	-4.223857327337972	-5.831463917615312	-11.359764699204515	2.7917206335677175e-13	1.3095079957957904e-10	18.503115927968086
ENSRNOG00000001212	Dnmt3l	ENSG00000142182	DNMT3L	-13.185628581134747	-2.431829279868872	-11.325676654207175	3.03384135877061e-13	1.3789777222854583e-10	20.115179025827665
ENSRNOG00000001212	Dnmt3l	ENSG00000279493	FP565260.4	-13.185628581134747	-2.431829279868872	-11.325676654207175	3.03384135877061e-13	1.3789777222854583e-10	20.115179025827665
ENSRNOG00000049118	Olr1372	ENSG00000168124	OR1F1	-2.325135132410977	-5.98136484903895	-11.278253041545852	3.4068320834114197e-13	1.516253204123295e-10	18.966007431192033
ENSRNOG00000018039	Sncb	ENSG00000074317	SNCB	-10.162414323393211	-3.7751019324404114	-11.19491679762067	4.1796801823000925e-13	1.822255259887283e-10	19.807282345884502
ENSRNOG00000008129	Pla2r1	ENSG00000153246	PLA2R1	-5.981202789217381	2.7241058260959403	-11.115518334399685	5.082721198200158e-13	2.1358566462761563e-10	19.657150570035046
ENSRNOG00000032916	Prss2	ENSG00000010438	PRSS3	-6.877599619530168	-5.575674129091616	-11.11422775561732	5.098941579370125e-13	2.1358566462761563e-10	18.791831151383665
ENSRNOG00000032916	Prss2	ENSG00000204983	PRSS1	-6.877599619530168	-5.575674129091616	-11.11422775561732	5.098941579370125e-13	2.1358566462761563e-10	18.791831151383665
ENSRNOG00000032916	Prss2	ENSG00000275896	PRSS2	-6.877599619530168	-5.575674129091616	-11.11422775561732	5.098941579370125e-13	2.1358566462761563e-10	18.791831151383665
ENSRNOG00000018694	Lipg	ENSG00000101670	LIPG	-7.375081656823298	1.5544080304706456	-11.083703334278185	5.498382683134212e-13	2.258883639611465e-10	19.56407809169871
ENSRNOG00000010681	Pitx2			-10.659772378159943	-4.719600991610712	-11.06581670997032	5.747150977865776e-13	2.3165355913235202e-10	19.513617789790217
ENSRNOG00000024954	Mgat5b	ENSG00000167889	MGAT5B	-6.6965753818441085	-0.20490491925194954	-11.032108529730921	6.247660068486648e-13	2.471643741538523e-10	19.255185875402564
ENSRNOG00000018739	Pax7	ENSG00000009709	PAX7	-7.173516820698067	-5.515961092408622	-11.004258566571302	6.694640178738755e-13	2.6003199661526554e-10	18.772463736778295
ENSRNOG00000046619	Pla2g12b	ENSG00000138308	PLA2G12B	-10.721118764482265	-4.6362368080771335	-10.946038242172019	7.737526050094965e-13	2.9517280180031915e-10	19.225927524502183
ENSRNOG00000048472	Comp	ENSG00000105664	COMP	-8.750963872854644	-1.1271541891494858	-10.918153512418886	8.294362437648364e-13	3.108639732552316e-10	19.095404280080317
ENSRNOG00000026315	Taf7l	ENSG00000102387	TAF7L	-10.587768160362831	-4.551017805046383	-10.889407597618373	8.91130632238862e-13	3.282279947675657e-10	19.07787512745313
ENSRNOG00000001451	Fkbp6	ENSG00000077800	FKBP6	-11.012612436839909	-4.6122353960626965	-10.866865823174999	9.4277309868561e-13	3.4136375774950315e-10	19.03699084494182
ENSRNOG00000032977	AABR07025825.1	ENSG00000179059	ZFP42	-10.23519480184979	-4.907308204280514	-10.800963945670167	1.1119797806021493e-12	3.959204008833953e-10	18.842684692315324
ENSRNOG00000016325	F2	ENSG00000180210	F2	-12.643663766403801	-2.716185400916203	-10.731329061770676	1.3246817590562966e-12	4.6392092489704364e-10	18.702403695747602
ENSRNOG00000033231	AABR07049728.1	ENSG00000105610	KLF1	-8.450590732946695	-4.390529220503483	-10.717339848724832	1.3721930364534307e-12	4.728090296412039e-10	18.509229941169096
ENSRNOG00000002031	Naa11			-8.793904077756471	-1.8849312577542565	-10.6930275093064	1.458942204759248e-12	4.947203542900288e-10	18.553845328936077
ENSRNOG00000014492	Pgc	ENSG00000096088	PGC	-11.579636738614136	-0.7075483632735048	-10.642337084361138	1.658260098081153e-12	5.535220386766823e-10	18.431858156456162
ENSRNOG00000025130	Ltk	ENSG00000062524	LTK	-8.132242422458612	-2.4962604088130598	-10.629645493734108	1.7123783279907267e-12	5.627928957056292e-10	18.326801084231846
ENSRNOG00000039808	Isx	ENSG00000175329	ISX	-10.058040987121839	-3.835473143445684	-10.424263608761473	2.887750947007121e-12	9.347124769835323e-10	17.928626409844803
ENSRNOG00000045679	Apoa1	ENSG00000118137	APOA1	-9.2150624066934	-0.7547058349436713	-10.3698549183283	3.3195838744584052e-12	1.0584517956724615e-9	17.730135758758827
ENSRNOG00000020165	Ahsp	ENSG00000169877	AHSP	-6.299513120241146	-0.8509770817969758	-10.285308481429198	4.1253885674659526e-12	1.2960393524525758e-9	17.49201468632645
ENSRNOG00000029211	Mogat3			-9.431982863627292	-2.591727996145016	-10.213004719992645	4.971648007300675e-12	1.5392654547820916e-9	17.38845771390207
ENSRNOG00000040013	Rhox2			-8.65529635473279	-5.221037747396808	-10.191160511325133	5.2606676949736474e-12	1.6054806281103148e-9	17.176080791362708
ENSRNOG00000008146	Tox2	ENSG00000124191	TOX2	-5.276847872428756	0.5448698514069483	-10.173077111746359	5.512858157812491e-12	1.6357109559076144e-9	17.167644105057814
ENSRNOG00000012307	Mybpc3	ENSG00000134571	MYBPC3	-11.094020192091726	-2.5306739341976834	-10.1783963879711	5.437421802488432e-12	1.6357109559076144e-9	17.31143686092488
ENSRNOG00000054438	LOC292543			-3.392989890255059	0.9678960713338465	-10.16365923391223	5.649046809288299e-12	1.6531587258469307e-9	17.23754646795507
ENSRNOG00000016275	Ttr	ENSG00000118271	TTR	-10.42247449201926	-2.711097436798463	-10.155955029126453	5.763002352238727e-12	1.660356280540505e-9	17.257041511755396
ENSRNOG00000060320	Lin28a	ENSG00000131914	LIN28A	-8.205689125331343	0.5327872703426981	-10.151558266468335	5.829083978867101e-12	1.660356280540505e-9	17.216519728780906
ENSRNOG00000047080	Gng4	ENSG00000168243	GNG4	-5.403059212503528	-0.12474064586461449	-9.987054885797203	8.946391802173241e-12	2.5147601061819336e-9	16.776775387402818
ENSRNOG00000012862	Spsb4	ENSG00000175093	SPSB4	-5.66098763183589	1.5368986438452465	-9.930046357923374	1.0386782374736152e-11	2.8817250892401093e-9	16.692620156076476
ENSRNOG00000002951	Ccnb3	ENSG00000147082	CCNB3	-9.74324331992688	-4.404555356616298	-9.904824494552912	1.1097459263631191e-11	3.0394233621660654e-9	16.590070882336754
ENSRNOG00000000956	Rasl11a	ENSG00000122035	RASL11A	-4.554470396438859	3.540412535613501	-9.884350097054917	1.1710690355279369e-11	3.1667782032890272e-9	16.55519328779153
ENSRNOG00000010911	Tmem108	ENSG00000144868	TMEM108	-8.250024003589502	-0.7235860293705497	-9.835937985675486	1.3301782732198233e-11	3.552074806349386e-9	16.394978456936848
ENSRNOG00000002834	AABR07015003.1	ENSG00000134962	KLB	-8.93772951776593	-4.956398705011287	-9.784986516061283	1.5215387319831733e-11	4.012917522389696e-9	16.238928731604858
ENSRNOG00000010106	Faxc	ENSG00000146267	FAXC	-6.012366704424418	2.6318224726584867	-9.704010145195252	1.885201390232461e-11	4.9114094267726906e-9	16.108542574810155
ENSRNOG00000012879	Fabp3	ENSG00000121769	FABP3	-7.98192429027897	1.5026230317587341	-9.66626275227073	2.0838764554076264e-11	5.36359671287628e-9	16.007391437469025
ENSRNOG00000052906	LOC103694891			-2.5147888760615995	-5.9702387954394025	-9.575696032189985	2.6521882291895895e-11	6.6504515380422746e-9	15.124370166078629
ENSRNOG00000026346	Svs6			-2.5147888760615995	-5.9702387954394025	-9.575696032189985	2.6521882291895895e-11	6.6504515380422746e-9	15.124370166078629
ENSRNOG00000000620	AABR07041078.1			-9.709015535945042	-4.406141245509057	-9.572173400246722	2.677240239065841e-11	6.6504515380422746e-9	15.751286450610005
ENSRNOG00000047511	Olr1381	ENSG00000168124	OR1F1	-5.088665765943117	-5.749568988229272	-9.549125122440527	2.8472093661629017e-11	6.938554379920505e-9	14.736801029321432
ENSRNOG00000023474	Dazl	ENSG00000187191	DAZ3	-7.750924621309313	-5.505526001826825	-9.547686093945764	2.8581790265084702e-11	6.938554379920505e-9	15.419707555589742
ENSRNOG00000023474	Dazl	ENSG00000188120	DAZ1	-7.750924621309313	-5.505526001826825	-9.547686093945764	2.8581790265084702e-11	6.938554379920505e-9	15.419707555589742
ENSRNOG00000023474	Dazl	ENSG00000205916	DAZ4	-7.750924621309313	-5.505526001826825	-9.547686093945764	2.8581790265084702e-11	6.938554379920505e-9	15.419707555589742
ENSRNOG00000023474	Dazl	ENSG00000205944	DAZ2	-7.750924621309313	-5.505526001826825	-9.547686093945764	2.8581790265084702e-11	6.938554379920505e-9	15.419707555589742
ENSRNOG00000023474	Dazl	ENSG00000092345	DAZL	-7.750924621309313	-5.505526001826825	-9.547686093945764	2.8581790265084702e-11	6.938554379920505e-9	15.419707555589742
ENSRNOG00000047663	Gata1	ENSG00000102145	GATA1	-9.692783242041816	-3.8065079902335754	-9.491630118427627	3.320739523218747e-11	7.970894206126077e-9	15.549502238890977
ENSRNOG00000001213	Aire	ENSG00000160224	AIRE	-10.186394444273756	-4.424149219622672	-9.470811836259108	3.511349084520869e-11	8.334772276957703e-9	15.501011616944826
ENSRNOG00000028116	LOC102552988	ENSG00000278505	C17orf78	-9.29297595174024	-4.450144160233401	-9.462733710029667	3.588278551832957e-11	8.42377963767115e-9	15.456502698308672
ENSRNOG00000008526	Pdzd3	ENSG00000172367	PDZD3	-6.284571430012638	0.8189309217369437	-9.454584172351572	3.6676275944110125e-11	8.516470467326355e-9	15.428143256664248
ENSRNOG00000014181	Vom1r61			-1.9520559899134584	-6.0018361155435676	-9.44862269197223	3.7268017927307675e-11	8.560824376140579e-9	14.929007922149388
ENSRNOG00000051063	AABR07044940.1	ENSG00000154582	ELOC	-2.736425783711808	-5.957809379412424	-9.38956322047895	4.368253484987864e-11	9.927553106361248e-9	14.641458674443767
ENSRNOG00000024848	Fga	ENSG00000171560	FGA	-9.82645798920053	-4.120648708367332	-9.378368591966364	4.501979002538511e-11	1.0123766045392653e-8	15.256991431620682
ENSRNOG00000017964	Slc22a25	ENSG00000149742	SLC22A9	-9.235376895931129	-4.93384765544292	-9.359742921866076	4.733775874989522e-11	1.0534130626812622e-8	15.158651761671337
ENSRNOG00000005284	Itpka	ENSG00000137825	ITPKA	-4.923797731697723	1.60383728965448	-9.330927218505963	5.116576176367029e-11	1.115361396487029e-8	15.133908903716684
ENSRNOG00000017147	Trim6	ENSG00000121236	TRIM6	-5.330126746520112	3.5088578150271585	-9.333969817080975	5.074711262023588e-11	1.115361396487029e-8	15.109536318446574
ENSRNOG00000025074	Fgg	ENSG00000171557	FGG	-9.565565701641473	-0.6322543123525665	-9.278235191097297	5.90003950307096e-11	1.2731570091323729e-8	14.982816437975753
ENSRNOG00000013291	Cyp2c23			-8.757676861761148	-3.0322605933484343	-9.255027929632051	6.282845583156175e-11	1.3403539244549914e-8	14.92146407208079
ENSRNOG00000059793	Rab37	ENSG00000172794	RAB37	-5.626192104194473	-0.9841945574390438	-9.25186588011482	6.336925823618131e-11	1.3403539244549914e-8	14.83411442472131
ENSRNOG00000048172	Rac3	ENSG00000169750	RAC3	-4.483311059084079	2.2627311015643246	-9.230840714579575	6.70876963268137e-11	1.3919238990223902e-8	14.863238903093624
ENSRNOG00000011705	Stmn2	ENSG00000104435	STMN2	-9.000763174524625	-3.5941520961265363	-9.230715466295312	6.71105002103198e-11	1.3919238990223902e-8	14.8558440036797
ENSRNOG00000025990	Igll1			-2.905456452595062	-5.948336131694783	-9.224873283404087	6.818299456083448e-11	1.4005704930799106e-8	14.217707079539139
ENSRNOG00000018943	Tnnc1	ENSG00000114854	TNNC1	-5.8888542200653875	1.1100794586472371	-9.20901120549524	7.118373449484774e-11	1.4482839238223164e-8	14.797542064917094
ENSRNOG00000021029	Hamp	ENSG00000105697	HAMP	-8.935369681297244	-4.605476201280964	-9.184316648291093	7.612527480930037e-11	1.534211552595362e-8	14.70095465424123
ENSRNOG00000005572	RGD1306782	ENSG00000147123	NDUFB11	-9.769675421505838	-2.7891980845629867	-9.176744627910868	7.770935714324756e-11	1.551499996870278e-8	14.723339135153108
ENSRNOG00000051458	Hic2	ENSG00000169635	HIC2	-3.8586472459538634	3.108765061514955	-9.163221437290368	8.062236991217339e-11	1.5947552670682962e-8	14.665435109748543
ENSRNOG00000024509	Trim52	ENSG00000183718	TRIM52	-8.690221568957474	-5.146484027682223	-9.135427668602992	8.696319080300934e-11	1.704398756995127e-8	14.557543449475087
ENSRNOG00000019677	Arid3b	ENSG00000179361	ARID3B	-4.480858306029072	2.9443071292951326	-9.08541262477561	9.968085828309059e-11	1.9013233709836286e-8	14.466970533871844
ENSRNOG00000042494	RGD1307916			-3.0420017975585347	-5.940679619399966	-9.087760825689264	9.904342019301432e-11	1.9013233709836286e-8	13.864286705489622
ENSRNOG00000019626	Slc27a5	ENSG00000083807	SLC27A5	-8.846288615761473	-3.9808196601977315	-9.085539688897228	9.964625914265438e-11	1.9013233709836286e-8	14.437433444074925
ENSRNOG00000002592	Rps6ka6	ENSG00000072133	RPS6KA6	-5.055075719365381	2.9247511135683584	-9.06349725448171	1.0583496513827335e-10	1.9837866020069095e-8	14.375371989861389
ENSRNOG00000018834	Sstr5	ENSG00000162009	SSTR5	-7.428756686879979	-5.481266025165039	-9.063405998741551	1.0586138305892791e-10	1.9837866020069095e-8	14.154228087422553
ENSRNOG00000021782	Zscan10	ENSG00000130182	ZSCAN10	-9.822973985262937	-1.4407289994065833	-9.056896824975793	1.0776315224928561e-10	2.001864540436077e-8	14.402338423453589
ENSRNOG00000018532	Pcgf5	ENSG00000180628	PCGF5	-4.266545273134057	4.028266552836273	-9.037559751602341	1.1362034997307562e-10	2.0924754624782885e-8	14.266400447081942
ENSRNOG00000055909	Apoa4	ENSG00000110244	APOA4	-10.350588564330462	-4.389866731987871	-9.033241759329387	1.1497190575401278e-10	2.099269079164936e-8	14.342219430068566
ENSRNOG00000012410	S100a1	ENSG00000160678	S100A1	-5.486124644256494	3.1504676039757067	-8.981454735182057	1.3251511224996682e-10	2.399085036437323e-8	14.193989600682963
ENSRNOG00000005542	Apob	ENSG00000084674	APOB	-9.231081826005603	-0.18772847476673918	-8.974712569195697	1.349912672258086e-10	2.4031820347874577e-8	14.174584116344583
ENSRNOG00000009871	Piwil2	ENSG00000197181	PIWIL2	-7.277698567945501	0.14257944219759322	-8.977244366591563	1.3405595873675463e-10	2.4031820347874577e-8	14.161425518352843
ENSRNOG00000025384	Slc2a10	ENSG00000197496	SLC2A10	-7.674234449123041	2.0978843301042724	-8.947135047938733	1.4561933683013948e-10	2.570963547687826e-8	14.110725119251285
ENSRNOG00000013439	Cpn1	ENSG00000120054	CPN1	-5.8762481142350635	-0.013010859606981668	-8.9346709153825	1.5069839624750943e-10	2.6332365565085174e-8	14.04192805939344
ENSRNOG00000052204	Tbc1d24	ENSG00000162065	TBC1D24	-3.955999475452479	2.5359633905461982	-8.932475002109706	1.516117101767297e-10	2.6332365565085174e-8	14.050466469539028
ENSRNOG00000052204	Tbc1d24	ENSG00000260272	AC093525.2	-3.955999475452479	2.5359633905461982	-8.932475002109706	1.516117101767297e-10	2.6332365565085174e-8	14.050466469539028
ENSRNOG00000023831	AABR07027258.1	ENSG00000153157	SYCP2L	-4.223857327337972	-5.810992651110695	-8.923689865174445	1.5532224237950173e-10	2.675926664478464e-8	13.224805260678181
ENSRNOG00000004882	Capn6	ENSG00000077274	CAPN6	-8.736324561793852	-0.48072654390556807	-8.902741362637915	1.6454727104254795e-10	2.8121786810255614e-8	13.98705554423299
ENSRNOG00000046324	AABR07051726.1			-7.168549213123216	-5.363616265597834	-8.892169095383167	1.6941257410441993e-10	2.872349857613272e-8	13.713526109645048
ENSRNOG00000003469	MAST1	ENSG00000105613	MAST1	-6.147758850427957	-1.5749120712236273	-8.86160828632305	1.84315330873585e-10	3.100416073584564e-8	13.807230797918496
ENSRNOG00000008885	Chst11	ENSG00000171310	CHST11	-5.868207140088337	2.7779684606624464	-8.841142375216773	1.9503431999058109e-10	3.229859052681228e-8	13.797642819186478
ENSRNOG00000020536	Hbz	ENSG00000130656	HBZ	-8.678140687524287	-5.175423684049619	-8.841980231843193	1.9458329331597955e-10	3.229859052681228e-8	13.762144002028943
ENSRNOG00000003737	Best2	ENSG00000039987	BEST2	-8.751269280115842	-4.665353465850709	-8.826944891515426	2.0284063219092217e-10	3.333295711918977e-8	13.728560537100453
ENSRNOG00000038520	AABR07028354.1	ENSG00000181626	ANKRD62	-4.323262982347362	-5.781900825700186	-8.791030988636836	2.2403640422821407e-10	3.653503590478883e-8	12.884373164762678
ENSRNOG00000024040	Mb21d2	ENSG00000180611	MB21D2	-3.364226299126017	4.063581933574439	-8.7607544140504	2.4364743711101055e-10	3.943212271971605e-8	13.503583605383119
ENSRNOG00000051294	AABR07034923.1	ENSG00000189167	ZAR1L	-7.753592606410517	-5.352984684603054	-8.757236308186195	2.4603662878687603e-10	3.9519402261458895e-8	13.430039515874318
ENSRNOG00000012303	Apobec2	ENSG00000124701	APOBEC2	-7.156523987216008	2.2716976763035137	-8.713961368278742	2.774496459403818e-10	4.4232513330032667e-8	13.475912678448545
ENSRNOG00000008539	Lgals2	ENSG00000100079	LGALS2	-10.202520809018448	-2.6500035920569496	-8.70555455569005	2.8401000109588924e-10	4.494300484008505e-8	13.460253064578115
ENSRNOG00000032412	Wfdc12	ENSG00000168703	WFDC12	-7.016799939145939	-5.43145163179672	-8.69033086265883	2.9629398419583314e-10	4.654212047334988e-8	13.181487946877414
ENSRNOG00000008232	Spaca1	ENSG00000118434	SPACA1	-7.174669199404303	-5.502279600362386	-8.643685353640047	3.3740062606932774e-10	5.261233266218284e-8	13.03051690146715
ENSRNOG00000036925	Mansc4	ENSG00000205693	MANSC4	-7.533006357971604	-2.479179322518092	-8.63968363290877	3.411865612928824e-10	5.2817163107969905e-8	13.261061635961646
ENSRNOG00000029047	Cubn	ENSG00000107611	CUBN	-11.012410257774953	1.7966352906376708	-8.605546131526417	3.752901933212242e-10	5.567586388834245e-8	13.18695308313061
ENSRNOG00000046311	LOC100910335	ENSG00000255298	OR8G5	-2.8877550088960557	-5.905740792803643	-8.60572613645526	3.7510156963359046e-10	5.567586388834245e-8	12.710620115600452
ENSRNOG00000046311	LOC100910335	ENSG00000197849	OR8G1	-2.8877550088960557	-5.905740792803643	-8.60572613645526	3.7510156963359046e-10	5.567586388834245e-8	12.710620115600452
