pathway	pval	padj	ES	NES	nMoreExtreme	size
HALLMARK_KRAS_SIGNALING_UP	0.004462235254396077	0.010624369653323994	0.30907531909702746	1.4740115673617258	2933	190
HALLMARK_MITOTIC_SPINDLE	2.9348406675001616e-6	1.5400228847400673e-5	-0.38501076495860354	-1.9580596249697773	0	195
HALLMARK_MTORC1_SIGNALING	2.9348406675001616e-6	1.5400228847400673e-5	-0.47480053684927487	-2.4147058880769228	0	195
HALLMARK_MYC_TARGETS_V1	2.942232212735158e-6	1.5400228847400673e-5	-0.5077919475545634	-2.5858904543325925	0	197
HALLMARK_MYC_TARGETS_V2	1.2337423600504355e-5	5.140593166876815e-5	-0.5117596778121067	-2.1065547824584754	4	57
HALLMARK_MYOGENESIS	0.020584588438293923	0.04288455924644568	-0.2654101678435591	-1.3362014003425133	7121	181
HALLMARK_NOTCH_SIGNALING	0.05228458139248861	0.09336532391515823	0.4175433896717	1.4414376798319037	30182	32
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.9886797210104864	0.9886797210104864	0.15082221314324407	0.7207432984256281	650922	193
HALLMARK_P53_PATHWAY	0.04377522744624482	0.08106523601156448	0.2710453641685474	1.2926428523359008	28782	190
HALLMARK_PANCREAS_BETA_CELLS	0.9035474562284165	0.921987200233078	0.2118485256423686	0.6884793888069879	515696	25
HALLMARK_PEROXISOME	0.12752344876178903	0.17232898481322842	0.2821179224411246	1.2220114655893524	78910	99
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.07616800278660231	0.11741290429292468	-0.2783608726228812	-1.272335639883542	29082	98
HALLMARK_PROTEIN_SECRETION	0.0028198090290802507	0.007420550076526976	-0.36128326335825317	-1.622777682640012	1089	89
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.6410754822134924	0.6677869606390546	0.2378272187885572	0.8944382992473235	377295	47
HALLMARK_SPERMATOGENESIS	0.002593605956586783	0.007204460990518842	-0.34744128045809425	-1.601992689624889	982	103
HALLMARK_TGF_BETA_SIGNALING	0.13819248273697426	0.18183221412759773	-0.3050070906264903	-1.2359022441262224	56355	53
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.015891711693435454	0.03454719933355534	0.2861823982779321	1.372858185357089	10496	199
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.6620666155549874e-6	1.5400228847400673e-5	-0.47888624283574727	-2.2365857130810154	0	111
HALLMARK_UV_RESPONSE_DN	0.11154923359225176	0.15492949110034965	-0.24678079859977198	-1.1962525816925136	40425	140
HALLMARK_UV_RESPONSE_UP	0.21338199104204855	0.2667274888025607	-0.22567392411417303	-1.1100383389498583	76129	154
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.02976813685254902	0.05724641702413274	0.41247404926824827	1.49818451216144	17371	40
HALLMARK_XENOBIOTIC_METABOLISM	0.0032720962057445164	0.008180240514361291	0.31707665970657506	1.5027886182084313	2139	181
