pathway	pval	padj	ES	NES	nMoreExtreme	size
HALLMARK_P53_PATHWAY	0.0015015254435479584	0.00417090400985544	0.35016615626174175	1.549762934952338	1129	191
HALLMARK_PANCREAS_BETA_CELLS	0.5673963550682191	0.6433199000623157	0.2883485608472724	0.927464034569829	344833	30
HALLMARK_PEROXISOME	0.016242004125596347	0.03248400825119269	0.3605091321789272	1.463699663622623	11227	101
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.8074727766445284	0.8411174756713838	0.20442681685982866	0.8274255619700509	556959	99
HALLMARK_PROTEIN_SECRETION	3.131037030774963e-5	1.956898144234352e-4	-0.4402935804084658	-1.94037392154736	9	89
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.2326369282891022	0.31437422741770565	0.3280815472642736	1.1622853445743007	147495	47
HALLMARK_SPERMATOGENESIS	0.6585523357439658	0.7005875912169849	-0.19999730096302246	-0.9235054496070907	194781	117
HALLMARK_TGF_BETA_SIGNALING	1.0878752123448732e-4	4.532813384770305e-4	-0.49849381987843394	-1.9845800797957112	38	53
HALLMARK_TNFA_SIGNALING_VIA_NFKB	4.1108448197189e-6	2.9363177283706432e-5	-0.3832419545297008	-1.9121047096788133	0	199
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.8839650079072521	0.902005110109441	0.19114355566764218	0.787132397883722	618207	111
HALLMARK_UV_RESPONSE_DN	0.22467999785173384	0.3120555525718525	-0.2315498211136964	-1.09961909376675	62751	140
HALLMARK_UV_RESPONSE_UP	0.32103895522053716	0.4012986940256714	-0.21733464872614186	-1.0492471675281982	85988	157
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0019254076862403088	0.005066862332211339	0.5213172149304426	1.7861667709262645	1200	40
HALLMARK_XENOBIOTIC_METABOLISM	0.07570751424335698	0.12210889394089834	0.2822827938177549	1.2486088311942105	56939	190
