ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSRNOG00000052204	Tbc1d24	ENSG00000162065	TBC1D24	303.1620716980832	3.894756267192003	0.3833021295534213	10.161060862692613	2.9583971923279573e-24	2.3200265286095376e-21
ENSRNOG00000052204	Tbc1d24	ENSG00000260272	AC093525.2	303.1620716980832	3.894756267192003	0.3833021295534213	10.161060862692613	2.9583971923279573e-24	2.3200265286095376e-21
ENSRNOG00000053623	LOC100360619			1860.8185514179927	6.481637366587463	0.6386636524945095	10.148749410227607	3.3563671428753574e-24	2.522449756501784e-21
ENSRNOG00000017237	Lama1	ENSG00000101680	LAMA1	17181.07392172734	9.186300782992877	0.909531398064931	10.10003701085762	5.5221344622864735e-24	3.984109571850445e-21
ENSRNOG00000000956	Rasl11a	ENSG00000122035	RASL11A	693.9312277925537	4.460643624056385	0.4418331886998074	10.09576405335874	5.768012669758868e-24	4.001447866324643e-21
ENSRNOG00000012303	Apobec2	ENSG00000124701	APOBEC2	732.9202606980074	6.325829070753162	0.6283152512576523	10.067922206394348	7.65787454676723e-24	5.1157438222237235e-21
ENSRNOG00000020630	Il9r	ENSG00000124334	IL9R	622.8592628407191	4.037002324550344	0.40258033197698995	10.027818062361488	1.150304290178207e-23	7.410013743551542e-21
ENSRNOG00000029465	Slc26a10			1069.7573081737767	10.17036617830293	1.016323425407659	10.007017376602807	1.4196816500733275e-23	8.82993031805952e-21
ENSRNOG00000004839	B4galnt1	ENSG00000135454	B4GALNT1	606.5761840906608	5.763611692890575	0.5851492118937495	9.849815356048234	6.867001401343919e-23	4.1286701425346755e-20
ENSRNOG00000054049	Prelid2	ENSG00000186314	PRELID2	313.2843642135233	3.8493325972774977	0.39144583686804535	9.833627630519649	8.065979016167058e-23	4.693098823051782e-20
ENSRNOG00000017003	Plxna1	ENSG00000114554	PLXNA1	4900.027378709745	3.3506855986262094	0.34107984886028264	9.823757134355828	8.896461633061249e-23	5.0145462023601794e-20
ENSRNOG00000000394	Srgn	ENSG00000122862	SRGN	6877.3152702943835	5.198935504634322	0.5296008422218041	9.816705507535685	9.541074712183242e-23	5.214920138898459e-20
ENSRNOG00000012862	Spsb4	ENSG00000175093	SPSB4	283.35675263953755	5.688067149246982	0.5811730780375862	9.787217206367425	1.2776379791840475e-22	6.777869479571373e-20
ENSRNOG00000012406	Pcbp4	ENSG00000090097	PCBP4	1127.3779933477933	2.7821074272509008	0.2851895078266971	9.755293763968067	1.7509300954059742e-22	8.793218072834986e-20
ENSRNOG00000007118	Eva1a	ENSG00000115363	EVA1A	648.9716115813271	3.971970459319076	0.4071704371402821	9.755056106763998	1.7550360404837805e-22	8.793218072834986e-20
ENSRNOG00000013969	Ahi1	ENSG00000135541	AHI1	602.6281793542204	3.4982311425337804	0.36138914281803985	9.67995639065213	3.6687244642467863e-22	1.7884535989626834e-19
ENSRNOG00000024954	Mgat5b	ENSG00000167889	MGAT5B	100.83861080767163	6.208704329063626	0.6443983170824795	9.634886008352106	5.695517914157205e-22	2.703422542569829e-19
ENSRNOG00000000435	Ppt2	ENSG00000221988	PPT2	1125.1692214841412	2.759511291825426	0.2886217622568125	9.560995228662081	1.1662968769514974e-21	5.39397353066004e-19
ENSRNOG00000000435	Ppt2	ENSG00000258388	PPT2-EGFL8	1125.1692214841412	2.759511291825426	0.2886217622568125	9.560995228662081	1.1662968769514974e-21	5.39397353066004e-19
ENSRNOG00000018599	Gga2	ENSG00000103365	GGA2	2128.1638023973296	2.6246157168032003	0.27470352793608493	9.554357515983076	1.2435308995015978e-21	5.60739170857758e-19
ENSRNOG00000017672	Akr1c14			4048.4934808706575	5.837140224405916	0.6164001811016268	9.469725031510881	2.8058130782415693e-21	1.2343524510303217e-18
ENSRNOG00000018694	Lipg	ENSG00000101670	LIPG	857.1154952688669	7.722296007220271	0.8204505817549955	9.412262211700542	4.8557158250976625e-21	2.085298722316346e-18
ENSRNOG00000019082	LOC103690016	ENSG00000188322	SBK1	173.893729036735	-23.009681869303872	2.462065930865553	-9.345680625707164	9.130034284403298e-21	3.829730892739123e-18
ENSRNOG00000060320	Lin28a	ENSG00000131914	LIN28A	480.2406876932976	6.745919110829992	0.7224009515933917	9.338192448321937	9.799268068005016e-21	4.0170317759683286e-18
ENSRNOG00000025384	Slc2a10	ENSG00000197496	SLC2A10	839.3814502378015	6.757044138341886	0.7266389380866852	9.299039432340187	1.4172019809310815e-20	5.6804604733453144e-18
ENSRNOG00000012879	Fabp3	ENSG00000121769	FABP3	774.7236468785491	7.148821293890043	0.7690034302338948	9.296215091934904	1.4553425075055463e-20	5.706524523451639e-18
ENSRNOG00000017889	Serac1	ENSG00000122335	SERAC1	181.73422276588263	2.098538537969418	0.22605116804966502	9.28346690740547	1.64051800773715e-20	6.2957496394797824e-18
ENSRNOG00000058372	Ac1576			1227.2070557832756	3.1274301248591185	0.33837869856214353	9.242396575636581	2.4103688302805555e-20	9.057463039952162e-18
ENSRNOG00000008146	Tox2	ENSG00000124191	TOX2	94.24252377114225	4.972246290628907	0.5385219063711705	9.233136538742473	2.6282074165896025e-20	9.67448513735238e-18
ENSRNOG00000049856	Zfp617	ENSG00000181896	ZNF101	249.19216011489704	2.4081407323709527	0.2618461020077123	9.196779000743057	3.6884001897311627e-20	1.3305534844436197e-17
ENSRNOG00000019677	Arid3b	ENSG00000179361	ARID3B	388.30532739139335	3.7400611053525	0.4085929737859483	9.153513019809845	5.511154729428249e-20	1.949111722641124e-17
ENSRNOG00000050562	Zfp449	ENSG00000173275	ZNF449	401.6735273266482	2.0494706706794905	0.2256521832470487	9.082432268938819	1.0617515696438176e-19	3.6828486657049115e-17
ENSRNOG00000047080	Gng4	ENSG00000168243	GNG4	91.55567347803004	5.4103602343578565	0.5982788046866071	9.043208938668542	1.5213870152528826e-19	5.1775957724747625e-17
ENSRNOG00000050090	Slc6a17	ENSG00000197106	SLC6A17	841.7206030715396	4.460141344607845	0.49407036142536437	9.027340421191417	1.7589455711202284e-19	5.875203938202882e-17
ENSRNOG00000050847	AABR07027902.1			555.2278514696452	2.4165919581023783	0.2682673548279062	9.008147710155134	2.0956597438128832e-19	6.872620872573268e-17
ENSRNOG00000005478	Fkbp9	ENSG00000122642	FKBP9	5777.1286273074575	2.9590773812746005	0.33000554070488836	8.966750603502119	3.053905761048399e-19	9.83630325214821e-17
ENSRNOG00000010106	Faxc	ENSG00000146267	FAXC	662.2303814124244	5.3568758650017045	0.5981684084901068	8.955464362491993	3.3830865068414434e-19	1.0705391460333178e-16
ENSRNOG00000052424	RGD1306556	ENSG00000197077	KIAA1671	3097.9422242762503	-2.7824801429572985	0.3111505027214547	-8.942553904366353	3.8027822585204082e-19	1.1825997171884933e-16
ENSRNOG00000029047	Cubn	ENSG00000107611	CUBN	3274.870388425361	8.04668133524251	0.9015451098020933	8.925433955278082	4.439552156075417e-19	1.3572237667649544e-16
ENSRNOG00000059793	Rab37	ENSG00000172794	RAB37	54.64805288711565	5.258990312944588	0.5920105106071255	8.883271865479765	6.492204193630273e-19	1.9516647840084873e-16
ENSRNOG00000013679	Sema4d	ENSG00000187764	SEMA4D	1201.0954292594038	-3.548612180372415	0.40577276766309267	-8.745318718181643	2.2238700753533208e-18	6.575728614614401e-16
ENSRNOG00000012410	S100a1	ENSG00000160678	S100A1	583.729733848119	4.907730528366463	0.5634943576792292	8.70945815425574	3.0533079481883974e-18	8.88266378410873e-16
ENSRNOG00000031515	Klra2			889.8823352744703	3.1792577420982644	0.36601681983911966	8.686097386168447	3.75103370758114e-18	1.0739269045022385e-15
ENSRNOG00000016724	Epb41l3	ENSG00000082397	EPB41L3	902.4811367943166	4.267078193843924	0.4941335388499987	8.635475753729917	5.8483126320261146e-18	1.6482189834977349e-15
ENSRNOG00000048682	Zwint	ENSG00000122952	ZWINT	3046.4601383419467	3.0004772088993166	0.3479330234342594	8.623720678431793	6.481309638769742e-18	1.7985135685306127e-15
ENSRNOG00000003136	Fcrla	ENSG00000132185	FCRLA	1041.8191708794338	6.88434873462023	0.8000520625546739	8.604875928495925	7.639935540776817e-18	2.0879017780150224e-15
ENSRNOG00000057039	AC124874.1			627.2710420547494	2.4798284065767713	0.2882614571397349	8.602705443810594	7.785861311073857e-18	2.096023589072226e-15
ENSRNOG00000017899	Akr7a3	ENSG00000162482	AKR7A3	524.8085630547743	5.227570049448782	0.6079702645100826	8.598397577324421	8.08368342261472e-18	2.1441970278485544e-15
ENSRNOG00000028930	Dab2	ENSG00000153071	DAB2	1485.7454462592348	4.121613101328149	0.48001768988388377	8.58637751938927	8.975440334203384e-18	2.3462321348989338e-15
ENSRNOG00000036925	Mansc4	ENSG00000205693	MANSC4	39.631116309024904	7.341775266383035	0.855595322491836	8.580896918651737	9.413621324422139e-18	2.425621254694316e-15
ENSRNOG00000005284	Itpka	ENSG00000137825	ITPKA	206.5466563464153	4.485384986469997	0.5245806730149184	8.550419825212353	1.2264159863431871e-17	3.1156148092495867e-15
ENSRNOG00000005678	Lamb1	ENSG00000091136	LAMB1	20995.901409945698	5.180245053041522	0.607768808457662	8.52338089904195	1.549621195988809e-17	3.882016321118076e-15
ENSRNOG00000020377	Cideb	ENSG00000136305	CIDEB	62.50870860150554	3.3333248193437797	0.39357164924799337	8.469423104313641	2.4661135330853596e-17	6.093327369350771e-15
ENSRNOG00000045948	Arl10	ENSG00000175414	ARL10	206.12625571359501	2.142824041313503	0.25328025659566067	8.46028849668425	2.667168679913947e-17	6.501043443190252e-15
ENSRNOG00000008526	Pdzd3	ENSG00000172367	PDZD3	158.9022072310574	5.4690752352162315	0.6514045068597442	8.39582038138062	4.6265244445886046e-17	1.1126482854272622e-14
ENSRNOG00000008129	Pla2r1	ENSG00000153246	PLA2R1	678.0646351249919	5.462159019574121	0.6515138185148192	8.383796113527682	5.124753002510043e-17	1.2162522356088636e-14
ENSRNOG00000048172	Rac3	ENSG00000169750	RAC3	272.39162647239505	3.97345034147096	0.4760552475383921	8.346615990511722	7.024665082881414e-17	1.645504988310806e-14
ENSRNOG00000015403	Cd52	ENSG00000169442	CD52	43.999322189382674	5.627002301402634	0.6834201651787755	8.233591263627215	1.816828482134442e-16	4.201299401571658e-14
ENSRNOG00000059765	Asic1	ENSG00000110881	ASIC1	709.5152037695948	5.296049689433994	0.644387389439273	8.21873577327834	2.0565959329242512e-16	4.695546942044901e-14
ENSRNOG00000061995	Grtp1	ENSG00000139835	GRTP1	354.3778134354444	3.9269585532124522	0.4785175582347729	8.206508801262808	2.2771286191780984e-16	5.13407111301442e-14
ENSRNOG00000013179	Tinagl1	ENSG00000142910	TINAGL1	5088.798611328802	4.921586047384928	0.6013873999820775	8.18371992418132	2.7521330700714143e-16	6.128422738873839e-14
ENSRNOG00000054438	LOC292543			102.94477315112782	3.5662195347370913	0.4371143752870313	8.158550110358032	3.3907004476895063e-16	7.458300484753125e-14
ENSRNOG00000003469	MAST1	ENSG00000105613	MAST1	34.244169393711324	5.543380021928234	0.6823400140666657	8.124072907420958	4.507947425345983e-16	9.796367194092227e-14
ENSRNOG00000020400	Mef2b	ENSG00000064489	BORCS8-MEF2B	56.13503014478687	6.719401310442323	0.8323732387804283	8.072582103056815	6.882685945443651e-16	1.4778929333091325e-13
ENSRNOG00000020400	Mef2b	ENSG00000213999	MEF2B	56.13503014478687	6.719401310442323	0.8323732387804283	8.072582103056815	6.882685945443651e-16	1.4778929333091325e-13
ENSRNOG00000000850	Apom	ENSG00000204444	APOM	121.01423800988806	4.185710279601491	0.523629440835055	7.993649617802913	1.3100172857275722e-15	2.7551408405760563e-13
ENSRNOG00000026023	Taf4b	ENSG00000141384	TAF4B	538.6981220847352	2.087093180277426	0.26110503383042594	7.9933088598854205	1.3136447984118247e-15	2.7551408405760563e-13
ENSRNOG00000008376	LOC100909595			9483.041177782208	6.107272527962581	0.773636845799817	7.894236890499491	2.920969014833183e-15	6.055806680522543e-13
ENSRNOG00000018943	Tnnc1	ENSG00000114854	TNNC1	186.73339305079014	5.658573104463508	0.7181194516194277	7.879710111880255	3.281414735929e-15	6.725781544539929e-13
ENSRNOG00000000151	Ldlrap1	ENSG00000157978	LDLRAP1	568.5274552399989	3.0318631792792368	0.38912124049236063	7.791564334660779	6.618459906638207e-15	1.3413164195059925e-12
ENSRNOG00000033883	Stard8	ENSG00000130052	STARD8	651.1400508676651	3.412958297812991	0.43837732011029557	7.785435380083741	6.947354593473951e-15	1.392327053360996e-12
ENSRNOG00000013439	Cpn1	ENSG00000120054	CPN1	87.88320585442355	5.495479204403774	0.711413647615369	7.724731206414733	1.1208961556088914e-14	2.221714720738195e-12
ENSRNOG00000020948	Pth1r	ENSG00000160801	PTH1R	1378.3088291626386	5.476437320049945	0.7104202004328909	7.708729730253879	1.2707620575599932e-14	2.4913842643706086e-12
ENSRNOG00000060103	Bex4	ENSG00000102409	BEX4	341.647417688882	5.323404386937608	0.6948597170070905	7.661121024351002	1.843170623926514e-14	3.5747600584690895e-12
ENSRNOG00000000568	Slc29a3	ENSG00000198246	SLC29A3	1363.262447670597	-1.9030981602330839	0.2490020196653091	-7.642902506538276	2.123788049696943e-14	4.075187771530187e-12
ENSRNOG00000021000	Naaladl1	ENSG00000168060	NAALADL1	60.32100525756799	5.0128445658450485	0.6565632963826112	7.634975322963867	2.2586368368097107e-14	4.288319223740711e-12
ENSRNOG00000004062	C4bpa	ENSG00000123838	C4BPA	126.47459354771576	4.632782583871764	0.6090905159545458	7.606065867913616	2.825653193019123e-14	5.3089902752589505e-12
ENSRNOG00000010518	Cer1	ENSG00000147869	CER1	56.59095216942388	3.295309161664783	0.4356464195399843	7.56418281859042	3.9031047544907734e-14	7.257762933685575e-12
ENSRNOG00000021218	Pias3	ENSG00000131788	PIAS3	1249.3288672623091	1.3539875279934894	0.17932104811563063	7.550633582737063	4.331458745958892e-14	7.972094020495973e-12
ENSRNOG00000014358	Zic5	ENSG00000139800	ZIC5	21.67017934089611	6.811607631471299	0.9031222296817389	7.542287641255066	4.617977447460409e-14	8.413581739378122e-12
ENSRNOG00000056714	Sla	ENSG00000155926	SLA	470.1184464830102	-4.585051327914857	0.6100472617035948	-7.515895268689211	5.652278922695907e-14	1.0195015492866607e-11
ENSRNOG00000008365	Hoxb2	ENSG00000173917	HOXB2	1396.577400276229	-5.344651654851989	0.7125700682663322	-7.5005278678845055	6.356134160595437e-14	1.1351048698481178e-11
ENSRNOG00000001573	Usp25	ENSG00000155313	USP25	2722.4050103002496	-2.248576886468628	0.3002275148265045	-7.489576322703254	6.909629464774742e-14	1.2218528103543337e-11
ENSRNOG00000004342	Ahr	ENSG00000283321	AC019117.3	2754.631249526699	-3.984174824169156	0.5360201926363347	-7.432881967698998	1.0625671190602261e-13	1.8428387621624328e-11
ENSRNOG00000004342	Ahr	ENSG00000106546	AHR	2754.631249526699	-3.984174824169156	0.5360201926363347	-7.432881967698998	1.0625671190602261e-13	1.8428387621624328e-11
ENSRNOG00000001242	Gstt3			6775.488377411177	-3.9305719666759495	0.5287557140248356	-7.4336255144305285	1.0566083623425264e-13	1.8428387621624328e-11
ENSRNOG00000010911	Tmem108	ENSG00000144868	TMEM108	180.15008405813015	7.029273552659581	0.9465189873508576	7.426447484517239	1.1155315676951606e-13	1.9162707510969152e-11
ENSRNOG00000011068	Papss2	ENSG00000198682	PAPSS2	989.3116533418123	3.705379402591045	0.5015654115295536	7.387629444564907	1.4946959581165855e-13	2.5285497998103666e-11
ENSRNOG00000002592	Rps6ka6	ENSG00000072133	RPS6KA6	695.6232284411758	4.751046891950421	0.6431494569848868	7.387158366304995	1.499999049618613e-13	2.5285497998103666e-11
ENSRNOG00000024250	Wwc3	ENSG00000047644	WWC3	1606.9602776064878	2.6820333372752425	0.36455798953489676	7.356945710329875	1.8816583020391196e-13	3.142543592025889e-11
ENSRNOG00000046617	LOC103690149			162.90697639818774	2.9098681597895077	0.3961928632967133	7.344574901164422	2.0641407629121693e-13	3.4156795358391555e-11
ENSRNOG00000001128	Tesc	ENSG00000088992	TESC	217.36431733622683	5.372984319122641	0.7359995145165201	7.300255249016255	2.8722231761200984e-13	4.646592101023667e-11
ENSRNOG00000012730	Lrrk1	ENSG00000154237	LRRK1	2426.151181876983	-2.52791192110919	0.34627449811094285	-7.300312136469468	2.8710090028634537e-13	4.646592101023667e-11
ENSRNOG00000013123	Scube2	ENSG00000175356	SCUBE2	256.31086887100366	8.253703534074496	1.1306993221072639	7.299644894711902	2.8852820054036185e-13	4.646592101023667e-11
ENSRNOG00000002520	Litaf	ENSG00000189067	LITAF	6605.668670751677	-3.159467952274459	0.43362853161524967	-7.286116392077712	3.190173973509995e-13	5.092138757539803e-11
ENSRNOG00000030021	Ccl6	ENSG00000275688	CCL15-CCL14	812.3931962769135	-4.468980876864896	0.6145584655389541	-7.271856344775431	3.545805700263358e-13	5.6101488961096654e-11
ENSRNOG00000030021	Ccl6	ENSG00000275718	CCL15	812.3931962769135	-4.468980876864896	0.6145584655389541	-7.271856344775431	3.545805700263358e-13	5.6101488961096654e-11
ENSRNOG00000030021	Ccl6	ENSG00000274736	CCL23	812.3931962769135	-4.468980876864896	0.6145584655389541	-7.271856344775431	3.545805700263358e-13	5.6101488961096654e-11
ENSRNOG00000012663	Mfsd6	ENSG00000151690	MFSD6	2081.088050207487	-4.51329842180169	0.6216000022973003	-7.260776070015295	3.8487565823850613e-13	6.0365236936069e-11
ENSRNOG00000009871	Piwil2	ENSG00000197181	PIWIL2	146.65778453844675	5.588071513607136	0.771156995380523	7.246347432599939	4.281609693173603e-13	6.657533968601058e-11
ENSRNOG00000020058	Celsr2	ENSG00000143126	CELSR2	5978.3116531413325	-4.858477170638278	0.6709893897345327	-7.240766016524441	4.461575554359455e-13	6.878071647348845e-11
ENSRNOG00000008885	Chst11	ENSG00000171310	CHST11	688.7142151504521	5.154980007980346	0.7130047968501468	7.229937345097238	4.832169188782004e-13	7.386257259157714e-11
ENSRNOG00000013231	Ptafr	ENSG00000169403	PTAFR	1213.5606389239763	-3.1727682000886017	0.4395015687216222	-7.219014506176234	5.236566987090944e-13	7.93713939043356e-11
ENSRNOG00000003807	Wnt9b	ENSG00000158955	WNT9B	71.39912411251117	5.2277861478567225	0.7245872109555928	7.2148473900916175	5.399449615806221e-13	8.115822726691402e-11
ENSRNOG00000029865	Prss56	ENSG00000237412	PRSS56	15.02334587725235	-19.87472119588997	2.766398839474513	-7.184329646286737	6.753773312681631e-13	1.0067587540565172e-10
ENSRNOG00000045679	Apoa1	ENSG00000118137	APOA1	329.0814507227246	7.61562654958514	1.065055444634574	7.150450793853367	8.649338336639701e-13	1.278755045721068e-10
ENSRNOG00000012442	Cemip	ENSG00000103888	CEMIP	1575.477762111884	4.939243006319179	0.6926935162260086	7.130488290448539	1.0001348439246782e-12	1.464748560596792e-10
ENSRNOG00000005868	Ttc21b	ENSG00000123607	TTC21B	932.8941546517304	-3.4190534625742264	0.479635322027748	-7.128443852132363	1.0150999061628818e-12	1.464748560596792e-10
ENSRNOG00000013218	Sap30	ENSG00000164105	SAP30	451.4767321676836	-2.454892634583999	0.344335629475397	-7.129359916439908	1.0083674384135657e-12	1.464748560596792e-10
ENSRNOG00000007611	Hoxb7	ENSG00000260027	HOXB7	3003.699507530535	-4.847531179965235	0.680704738165994	-7.121341909600657	1.068812817333892e-12	1.5300140306548738e-10
ENSRNOG00000008005	Akna	ENSG00000106948	AKNA	606.3728529258744	-3.069864688575073	0.4327860469196789	-7.093261694605444	1.309874219470459e-12	1.8603308107550132e-10
ENSRNOG00000028941	Zbed3	ENSG00000132846	ZBED3	1771.983784492863	-2.647138468906605	0.3753017237115108	-7.05336080721394	1.7464720740597333e-12	2.461024749985579e-10
ENSRNOG00000007433	Cyb561	ENSG00000008283	CYB561	4660.7427340781205	-4.45221436097992	0.6347796547224701	-7.013794988319936	2.3193918647321915e-12	3.243013260788724e-10
ENSRNOG00000015717	Ptpre	ENSG00000132334	PTPRE	224.46407584183865	-3.3150188127495106	0.4737851478589993	-6.99688208406245	2.6172137376558073e-12	3.6312833989306e-10
ENSRNOG00000015860	Gipr	ENSG00000010310	GIPR	57.66034257806365	4.242407811725549	0.6072056882133431	6.986772182929501	2.812824271198305e-12	3.8728939984430406e-10
ENSRNOG00000003278	Map3k14	ENSG00000006062	MAP3K14	571.3296011193601	-2.9899643261915108	0.42829370674391953	-6.981107308166067	2.928625044858634e-12	4.0017886313723627e-10
ENSRNOG00000007939	Naprt	ENSG00000147813	NAPRT	2994.806046967742	-3.342598880959471	0.4797718175606362	-6.967059670062873	3.2363343250428905e-12	4.3890046782555354e-10
ENSRNOG00000001324	Asmt	ENSG00000196433	ASMT	42.12888530153279	5.599733088835665	0.8039023243373894	6.965688391871741	3.2680177353181697e-12	4.398898200890584e-10
ENSRNOG00000002659	Ciita	ENSG00000179583	CIITA	366.9381993689034	-4.754297203460634	0.684809652693425	-6.942509038477345	3.8519629733961895e-12	5.146507863047931e-10
ENSRNOG00000018953	Cblc	ENSG00000142273	CBLC	1661.183398785318	-3.716133776303406	0.5361323867969726	-6.931373421599813	4.1677427615071916e-12	5.527468837448913e-10
ENSRNOG00000033087	Cdh23	ENSG00000107736	CDH23	49.58099171871747	5.366351786514791	0.7761982361415584	6.913635636677881	4.7238757308895395e-12	6.219309967741214e-10
ENSRNOG00000002042	Gfi1	ENSG00000162676	GFI1	52.27518326614295	5.637688594427967	0.8162711392011706	6.9066371744383765	4.962770471800899e-12	6.486484855063247e-10
ENSRNOG00000013752	Elavl3	ENSG00000196361	ELAVL3	10.20645031391737	7.4640246322839126	1.0823208299297733	6.8963143144609145	5.33690443395849e-12	6.925305415489877e-10
ENSRNOG00000025130	Ltk	ENSG00000062524	LTK	32.78818814256849	6.409741735588968	0.9298521401199601	6.893291372929515	5.4516049737980286e-12	7.023614208028218e-10
ENSRNOG00000022660	Ccdc73	ENSG00000186714	CCDC73	30.53446935392274	5.541289828236348	0.8073055749703795	6.863931081411969	6.6990959645088425e-12	8.569616589492624e-10
ENSRNOG00000046202	Metrnl	ENSG00000176845	METRNL	995.0906059336968	-2.8923676105788028	0.42159285915009376	-6.860570685209528	6.858599604132684e-12	8.711870497164874e-10
ENSRNOG00000046421	LOC108350036			16.205507462299927	7.2937716981528915	1.065963024416546	6.842424672417819	7.786385176315459e-12	9.82119086889524e-10
ENSRNOG00000001276	Pcnt	ENSG00000160299	PCNT	1788.818920985229	1.7331896636896726	0.25412575600479553	6.820204653545492	9.091090704788623e-12	1.138722243349114e-9
ENSRNOG00000001217	Lrrc3	ENSG00000160233	LRRC3	59.63546095709934	4.192353213462293	0.6164018206895329	6.8013316520910845	1.0365648085206961e-11	1.280583524060808e-9
ENSRNOG00000013973	Lcn2	ENSG00000148346	LCN2	420.84402410041736	-8.371805374587975	1.2308319429927934	-6.801745292888448	1.0335922445339543e-11	1.280583524060808e-9
ENSRNOG00000001964	Cd47	ENSG00000196776	CD47	2941.393941532338	-3.112194411393491	0.45953877250006475	-6.7724305273785195	1.2663662070090515e-11	1.5538399507362082e-9
ENSRNOG00000001847	Ccdc91	ENSG00000123106	CCDC91	1789.4975107934113	-1.4047814557463927	0.2075178562527275	-6.769448572346309	1.292741540295681e-11	1.5754850785346757e-9
ENSRNOG00000005729	Palm3	ENSG00000187867	PALM3	173.6893192581151	6.972823756267337	1.0330645051112026	6.749649921925019	1.482023025754535e-11	1.794043578223795e-9
ENSRNOG00000008421	Klhl5	ENSG00000109790	KLHL5	1202.3655467948008	-2.484678807586604	0.36848881862691535	-6.7428879303452405	1.5526897442819847e-11	1.867057661174277e-9
